id_solicitud;numero;fecha;id_cliente;id_persona;id_cultivo;id_dirpais;id_dirprovincia;id_dircanton;id_dirdistrito;id_dirbarrio;otras_senas;id_laboratorio;entrega;area_muestreada;edadcultivo;coordenadax;coordenaday;observaciones;estado;id_moneda;exento;id_access;id_categoria;responsable;id_cliente_subcliente
174;95281;2025-05-23 09:10:59;1;6;0;1;3;40;262;0;;9;0;;;;;;1;1;0;287801;1;5259;13735
175;95282;2025-05-23 09:12:24;2;6;0;1;3;40;262;0;;9;0;;;;;;1;1;0;287802;1;5259;13735
176;95295;2025-05-23 13:49:15;5;6;0;3;0;0;0;0;;9;0;;;;;;1;2;0;287815;1;14090;0
177;95307;2025-05-23 16:11:07;2;6;0;1;0;0;0;0;;9;0;;;;;;1;1;1;287827;10;10645;0
178;95317;2025-05-26 11:14:39;2;6;0;1;2;26;170;2061;;9;0;;;;;;1;1;0;287837;1;6915;0
179;95318;2025-05-26 11:15:15;3;6;0;1;3;40;266;0;;9;0;;;;;;1;1;0;287838;1;6915;0
180;95351;2025-05-28 11:19:00;1;6;0;1;5;64;0;0;;9;0;;;;;;1;1;0;287871;1;2156;13748
181;95357;2025-05-28 15:45:34;2;6;0;1;2;24;0;0;;9;0;;;;;;1;1;0;287877;1;2222;0
182;95406;2025-06-02 08:19:57;1;6;0;1;5;56;344;0;;9;0;;;;;;1;1;0;287926;1;15572;0
183;95411;2025-06-02 10:41:33;1;6;0;1;3;0;0;0;;9;0;;;;;;1;1;0;287931;6;14358;13804
184;95415;2025-06-02 11:09:19;5;6;0;3;10;0;0;0;;9;0;;;;;;1;1;0;287935;1;4212;0
185;95416;2025-06-02 11:21:29;1;378;0;1;7;77;0;0;;9;0;;;;;;1;1;1;287936;10;16027;13764
186;95431;2025-06-03 08:51:20;1;6;0;1;6;74;445;0;;9;0;;;;;;1;1;0;287951;1;11529;0
187;95477;2025-06-05 13:35:51;2;378;0;1;2;21;124;0;;9;0;;;;;"Enviar reporte a: ANA BELEN RODRIGUEZ VILLEGAS / Número: 8750-8185
ANA.RODRIGUEZ22@ucr.ac.cr";1;1;1;287997;10;11717;0
188;95483;2025-06-05 15:47:33;3;378;0;1;5;55;335;3927;;9;0;;;;;Fimado digital por don Rafael Mata.;1;1;0;288003;1;5259;0
189;95494;2025-06-06 13:24:55;4;378;0;1;7;77;0;0;;9;0;;;;;;1;1;1;288014;10;16027;13764
190;95498;2025-06-06 14:07:38;3;378;0;1;2;33;219;2615;;9;0;;;;;;1;1;0;288018;1;10692;0
191;95505;2025-06-06 15:58:12;5;6;0;1;1;5;0;0;;9;0;;;;;;1;1;1;288025;10;16049;0
192;95506;2025-06-06 16:04:26;1;6;0;1;4;45;293;0;;9;0;;;;;;1;1;1;288026;10;16049;0
193;95537;2025-06-11 08:20:05;2;6;0;1;1;11;0;0;;9;0;;;;;Paola Fuentes devuelve 2 anillos vacíos y 2 con la muestra.;1;1;0;288057;6;13616;12791
194;95558;2025-06-12 11:00:19;3;378;0;1;2;30;201;0;;9;0;;;;;;1;1;0;288078;1;16059;0
195;95585;2025-06-13 11:04:20;5;6;0;1;2;30;200;0;;9;0;;;;;;1;1;0;288105;1;5881;0
196;95592;2025-06-13 13:03:39;2;378;0;1;5;64;387;0;;9;0;;;;;;1;1;0;288112;1;14617;0
197;95602;2025-06-13 14:33:06;2;378;0;1;6;65;394;4914;;9;0;;;;;;1;1;0;288122;1;11970;0
198;95616;2025-06-16 11:44:32;1;6;0;1;2;26;0;0;;9;0;;;;;;1;1;0;288136;6;2787;13398
199;95620;2025-06-16 13:49:24;5;6;0;1;2;23;151;0;;9;0;;;;;;1;1;0;288140;1;5881;0
200;95638;2025-06-17 16:04:53;3;6;0;1;4;0;0;0;;9;0;;;;;;1;1;0;288158;6;13159;0
201;95643;2025-06-18 10:08:13;3;6;0;1;1;7;51;0;;9;0;;;;;;1;1;0;288163;1;5165;13808
202;95649;2025-06-18 11:41:36;4;6;0;1;7;76;448;0;;9;0;;;;;;1;1;0;288169;1;13193;0
203;95683;2025-06-19 15:34:39;3;6;0;1;4;48;0;0;;9;0;;;;;;1;1;0;288203;1;10478;0
204;95704;2025-06-20 11:42:28;4;6;0;1;3;36;244;0;;9;0;;;;;;1;1;0;288224;1;5355;13824
205;95724;2025-06-23 13:24:23;4;6;0;1;2;32;216;0;;9;0;;;;;;1;1;0;288244;1;16097;0
206;95736;2025-06-24 13:31:00;1;6;0;4;0;0;0;0;;9;0;;;;;Muestra seca. *Pedir a Félix la muestra*;1;2;0;288256;1;13432;13819
